# ANI ranges report for assembly: GCA_000167135.1
# Submitted organism: Listeria monocytogenes serotype 1/2a str. F6854 (taxid = 267409, rank = no rank, lineage = Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Listeriaceae; Listeria)
# Submitted Organism Has Type Assembly: Yes
# Best match: Listeria monocytogenes (taxid = 1639, rank = species, lineage = Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Listeriaceae; Listeria)
# Status: CONFIRMED
# Confidence: HIGH
# Recommended actions legend:
#     - (dash) - No action, query nucleotide is not contaminated
#     S        - query nucleotide range is contaminated from within the same genus and could be considered for trimming, but it is still a valid component of assembly after trimming
#     T        - query nucleotide range is contaminated and needs to be trimmed, but it is still a valid component of assembly after trimming
#recommended_action	input_sequence_identifier	input_sequence_type	sequence_start	sequence_stop	sequence_length	typestrain_sequence	typestrain_sequence_start	typestrain_sequence_stop	typestrain_assembly_accession	typestrain_organism	ANI_this_region	ANI_threshold	%_query_coverage
-	AADQ01000032.1	CONTIG	1	30732	30732	LT906436.1	1673231	1703963	GCA_900187225.1	Listeria monocytogenes	98.7572	92.4	100
-	AADQ01000033.1	CONTIG	924	6573	29990	JPTX01000014.1	15454	21103	GCA_001466295.1	Listeria monocytogenes	97.521	92.4	18.8396
-	AADQ01000033.1	CONTIG	6574	8301	29990	JPTX01000001.1	29777	31507	GCA_001466295.1	Listeria monocytogenes	97.521	92.4	5.76192
-	AADQ01000033.1	CONTIG	10481	25206	29990	JPTX01000008.1	217066	231753	GCA_001466295.1	Listeria monocytogenes	93.5845	92.4	49.103
-	AADQ01000033.1	CONTIG	25207	29990	29990	AODC01000004.1	15005	19789	GCA_000525815.1	Listeria monocytogenes	99.7492	92.4	15.952
-	AADQ01000034.1	CONTIG	1	29873	29873	JPTX01000001.1	379272	409143	GCA_001466295.1	Listeria monocytogenes	94.7772	92.4	100
-	AADQ01000035.1	CONTIG	1	342	29704	JPTX01000008.1	86136	86474	GCA_001466295.1	Listeria monocytogenes	94.3118	92.4	1.15136
-	AADQ01000035.1	CONTIG	343	13803	29704	JPTX01000008.1	72621	86080	GCA_001466295.1	Listeria monocytogenes	94.3118	92.4	45.3171
-	AADQ01000035.1	CONTIG	13810	29704	29704	JPTX01000008.1	55644	71536	GCA_001466295.1	Listeria monocytogenes	96.0689	92.4	53.5113
-	AADQ01000036.1	CONTIG	1	27526	27526	JPTX01000010.1	56692	84220	GCA_001466295.1	Listeria monocytogenes	95.2061	92.4	100
-	AADQ01000037.1	CONTIG	1	26244	26244	JPTX01000004.1	120597	146827	GCA_001466295.1	Listeria monocytogenes	94.2767	92.4	100
-	AADQ01000038.1	CONTIG	1	2258	25823	AODC01000008.1	55887	58145	GCA_000525815.1	Listeria monocytogenes	98.3973	92.4	8.74414
-	AADQ01000038.1	CONTIG	2259	25823	25823	AODC01000009.1	2	23571	GCA_000525815.1	Listeria monocytogenes	98.3973	92.4	91.2559
-	AADQ01000039.1	CONTIG	1	22934	22934	AODC01000007.1	237555	260499	GCA_000525815.1	Listeria monocytogenes	99.342	92.4	100
-	AADQ01000040.1	CONTIG	1	10679	22809	AODC01000017.1	135337	146021	GCA_000525815.1	Listeria monocytogenes	98.7248	92.4	46.8192
-	AADQ01000040.1	CONTIG	10680	22809	22809	AODC01000016.1	152	12283	GCA_000525815.1	Listeria monocytogenes	98.7248	92.4	53.1808
-	AADQ01000041.1	CONTIG	387	765	22678	KN050647.1	359478	359856	GCA_000743465.1	Listeria monocytogenes	98.9139	92.4	1.67122
-	AADQ01000041.1	CONTIG	766	13906	22678	KN050647.1	1190819	1203972	GCA_000743465.1	Listeria monocytogenes	98.9139	92.4	57.946
-	AADQ01000041.1	CONTIG	13907	14188	22678	JPTX01000002.1	431723	432004	GCA_001466295.1	Listeria monocytogenes	90.0709	92.4	1.2435
-	AADQ01000041.1	CONTIG	14189	22678	22678	KN050647.1	1182332	1190818	GCA_000743465.1	Listeria monocytogenes	99.2108	92.4	37.4372
-	AADQ01000042.1	CONTIG	1	1597	22097	JABXNK010000017.1	97409	99005	GCA_013625895.1	Listeria monocytogenes	94.5523	92.4	7.22723
-	AADQ01000042.1	CONTIG	1598	20837	22097	AODC01000014.1	38964	58205	GCA_000525815.1	Listeria monocytogenes	98.7223	92.4	87.0706
-	AADQ01000042.1	CONTIG	20838	21295	22097	JABXNK010000017.1	118794	119254	GCA_013625895.1	Listeria monocytogenes	79.4872	92.4	2.07268
-	AADQ01000042.1	CONTIG	21313	21997	22097	JABXNK010000017.1	121529	122213	GCA_013625895.1	Listeria monocytogenes	96.7883	92.4	3.09997
-	AADQ01000043.1	CONTIG	1	21193	21193	AODC01000007.1	14669	35861	GCA_000525815.1	Listeria monocytogenes	99.6791	92.4	100
-	AADQ01000044.1	CONTIG	1	20795	20795	AODC01000007.1	296911	317741	GCA_000525815.1	Listeria monocytogenes	97.456	92.4	100
-	AADQ01000045.1	CONTIG	1	19399	19399	AODC01000014.1	80328	99735	GCA_000525815.1	Listeria monocytogenes	98.5268	92.4	100
-	AADQ01000046.1	CONTIG	1	18258	18258	AODC01000001.1	42354	60617	GCA_000525815.1	Listeria monocytogenes	99.5127	92.4	100
-	AADQ01000047.1	CONTIG	1	18256	18256	AODC01000004.1	19869	38130	GCA_000525815.1	Listeria monocytogenes	98.4615	92.4	100
-	AADQ01000048.1	CONTIG	1	17931	17931	AODC01000006.1	198947	216876	GCA_000525815.1	Listeria monocytogenes	98.5948	92.4	100
-	AADQ01000049.1	CONTIG	1	8170	17333	KN050647.1	764075	772263	GCA_000743465.1	Listeria monocytogenes	96.9671	92.4	47.1355
-	AADQ01000049.1	CONTIG	8171	8417	17333	JABXNF010000001.1	489247	489489	GCA_013625995.1	Listeria monocytogenes	74.4275	92.4	1.42503
-	AADQ01000049.1	CONTIG	8487	8589	17333	KN050647.1	773374	773476	GCA_000743465.1	Listeria monocytogenes	75.5639	92.4	0.594242
-	AADQ01000049.1	CONTIG	8590	8741	17333	KN050647.1	772949	773100	GCA_000743465.1	Listeria monocytogenes	75.5639	92.4	0.87694
-	AADQ01000049.1	CONTIG	8742	9252	17333	JABXNF010000001.1	488737	489246	GCA_013625995.1	Listeria monocytogenes	76.8657	92.4	2.94813
-	AADQ01000049.1	CONTIG	9253	17333	17333	KN050647.1	774138	782223	GCA_000743465.1	Listeria monocytogenes	97.6526	92.4	46.6221
-	AADQ01000050.1	CONTIG	1	518	17310	JPTX01000024.1	56	573	GCA_001466295.1	Listeria monocytogenes	93.2563	92.4	2.99249
-	AADQ01000050.1	CONTIG	571	17310	17310	AODC01000013.1	13303	30049	GCA_000525815.1	Listeria monocytogenes	99.385	92.4	96.7071
-	AADQ01000051.1	CONTIG	1	16764	16764	AODC01000006.1	225411	242175	GCA_000525815.1	Listeria monocytogenes	99.5944	92.4	100
-	AADQ01000052.1	CONTIG	1	16454	16454	AODC01000007.1	35886	52339	GCA_000525815.1	Listeria monocytogenes	99.2283	92.4	100
-	AADQ01000053.1	CONTIG	567	688	16424	JABXNK010000023.1	49591	49712	GCA_013625895.1	Listeria monocytogenes	95.9016	92.4	0.742815
-	AADQ01000053.1	CONTIG	689	2992	16424	DBCLUB010000001.1	1342441	1344724	GCA_045319795.1	Listeria monocytogenes	93.4256	92.4	14.0283
S	AADQ01000053.1	CONTIG	3487	4245	16424	JAASUI010000001.1	109330	110088	GCA_014224155.1	Listeria cossartiae	88.4058	96	4.62129
-	AADQ01000053.1	CONTIG	4246	4832	16424	JPTX01000006.1	130951	131537	GCA_001466295.1	Listeria monocytogenes	82.338	92.4	3.57404
-	AADQ01000053.1	CONTIG	4833	5022	16424	JPTX01000060.1	1	190	GCA_001466295.1	Listeria monocytogenes	82.338	92.4	1.15684
-	AADQ01000053.1	CONTIG	5343	6174	16424	JPTX01000006.1	130119	130950	GCA_001466295.1	Listeria monocytogenes	87.5822	92.4	5.06576
-	AADQ01000053.1	CONTIG	6175	6706	16424	JPTX01000006.1	129102	129638	GCA_001466295.1	Listeria monocytogenes	87.5822	92.4	3.23916
S	AADQ01000053.1	CONTIG	7116	8647	16424	JAATOD010000002.1	270749	272259	GCA_014229645.1	Listeria swaminathanii	87.8985	96	9.32781
-	AADQ01000053.1	CONTIG	8769	9294	16424	DBCLUB010000001.1	1341742	1342267	GCA_045319795.1	Listeria monocytogenes	98.289	92.4	3.20263
-	AADQ01000053.1	CONTIG	9295	16424	16424	JPTX01000006.1	121900	129020	GCA_001466295.1	Listeria monocytogenes	94.0979	92.4	43.4121
-	AADQ01000054.1	CONTIG	1	13799	16218	AODC01000012.1	60861	74664	GCA_000525815.1	Listeria monocytogenes	99.1617	92.4	85.0845
-	AADQ01000054.1	CONTIG	13800	16218	16218	AODC01000006.1	232	2649	GCA_000525815.1	Listeria monocytogenes	99.1617	92.4	14.9155
-	AADQ01000055.1	CONTIG	10	8229	15926	LT906436.1	1273599	1281811	GCA_900187225.1	Listeria monocytogenes	98.9052	92.4	51.6137
-	AADQ01000055.1	CONTIG	9979	15926	15926	LT906436.1	1266000	1271941	GCA_900187225.1	Listeria monocytogenes	96.4574	92.4	37.3477
-	AADQ01000056.1	CONTIG	1	15889	15889	LT906436.1	217596	233484	GCA_900187225.1	Listeria monocytogenes	99.5909	92.4	100
-	AADQ01000057.1	CONTIG	1	15683	15683	AODC01000001.1	149604	165293	GCA_000525815.1	Listeria monocytogenes	98.9741	92.4	100
-	AADQ01000058.1	CONTIG	1	15154	15154	AODC01000012.1	45224	60382	GCA_000525815.1	Listeria monocytogenes	99.5977	92.4	100
-	AADQ01000059.1	CONTIG	1	12118	14959	JPTX01000014.1	3337	15453	GCA_001466295.1	Listeria monocytogenes	98.2348	92.4	81.0081
S	AADQ01000059.1	CONTIG	12135	12277	14959	AM263198.1	1225035	1225178	GCA_000060285.1	Listeria welshimeri	89.726	96	0.955946
S	AADQ01000059.1	CONTIG	12489	12608	14959	CP095726.1	1601572	1601690	GCA_017363615.2	Listeria innocua	97.5	96	0.802193
-	AADQ01000059.1	CONTIG	13070	13300	14959	JPTX01000053.1	1	231	GCA_001466295.1	Listeria monocytogenes	100	92.4	1.54422
S	AADQ01000059.1	CONTIG	13301	13688	14959	CP095726.1	1601746	1602133	GCA_017363615.2	Listeria innocua	93.299	96	2.59376
S	AADQ01000059.1	CONTIG	13724	14944	14959	JAASUV010000006.1	150319	151525	GCA_014225985.1	Listeria cossartiae	82.1053	96	8.16231
-	AADQ01000060.1	CONTIG	1	8492	14931	JPTX01000004.1	313539	322034	GCA_001466295.1	Listeria monocytogenes	95.5692	92.4	56.875
-	AADQ01000060.1	CONTIG	8493	14931	14931	JPTX01000004.1	322242	328685	GCA_001466295.1	Listeria monocytogenes	95.5692	92.4	43.125
-	AADQ01000061.1	CONTIG	1	14224	14224	KN050647.1	514148	528371	GCA_000743465.1	Listeria monocytogenes	99.4446	92.4	100
-	AADQ01000062.1	CONTIG	1	13093	13093	AODC01000013.1	67920	81014	GCA_000525815.1	Listeria monocytogenes	99.2745	92.4	100
-	AADQ01000063.1	CONTIG	1	13037	13037	AODC01000006.1	2680	15719	GCA_000525815.1	Listeria monocytogenes	98.5814	92.4	100
-	AADQ01000064.1	CONTIG	1	11598	11598	AODC01000007.1	317920	329523	GCA_000525815.1	Listeria monocytogenes	98.8626	92.4	100
-	AADQ01000065.1	CONTIG	1	11300	11300	AODC01000008.1	1960	13261	GCA_000525815.1	Listeria monocytogenes	98.7436	92.4	100
-	AADQ01000066.1	CONTIG	1	10882	10882	LT906436.1	1705042	1715921	GCA_900187225.1	Listeria monocytogenes	99.219	92.4	100
-	AADQ01000067.1	CONTIG	1	9931	9931	AODC01000007.1	284934	294868	GCA_000525815.1	Listeria monocytogenes	99.4364	92.4	100
-	AADQ01000068.1	CONTIG	1	9877	9877	LT906436.1	241262	251138	GCA_900187225.1	Listeria monocytogenes	99.4533	92.4	100
-	AADQ01000069.1	CONTIG	1	9554	9554	AODC01000001.1	25396	34952	GCA_000525815.1	Listeria monocytogenes	96.7668	92.4	100
-	AADQ01000070.1	CONTIG	1	9449	9449	AODC01000007.1	159072	168527	GCA_000525815.1	Listeria monocytogenes	99.577	92.4	100
-	AADQ01000071.1	CONTIG	1	9151	9151	AODC01000017.1	60581	69735	GCA_000525815.1	Listeria monocytogenes	99.0498	92.4	100
-	AADQ01000072.1	CONTIG	1	9096	9096	AODC01000014.1	64598	73693	GCA_000525815.1	Listeria monocytogenes	99.7142	92.4	100
-	AADQ01000073.1	CONTIG	1	9085	9085	AODC01000001.1	169554	178639	GCA_000525815.1	Listeria monocytogenes	99.2297	92.4	100
S	AADQ01000074.1	CONTIG	88	2806	8589	LR134394.1	1281943	1284670	GCA_900637745.1	Listeria ivanovii	90.5598	96	31.6568
S	AADQ01000074.1	CONTIG	3945	4496	8589	CP095726.1	1605790	1606340	GCA_017363615.2	Listeria innocua	94.9367	96	6.42683
-	AADQ01000074.1	CONTIG	5304	5548	8589	JPTX01000047.1	1	245	GCA_001466295.1	Listeria monocytogenes	99.1837	92.4	2.85249
S	AADQ01000074.1	CONTIG	6535	6789	8589	JAASUV010000006.1	151862	152116	GCA_014225985.1	Listeria cossartiae	97.2549	96	2.96891
-	AADQ01000074.1	CONTIG	6790	7188	8589	JPTX01000014.1	156	554	GCA_001466295.1	Listeria monocytogenes	85.0374	92.4	4.64548
S	AADQ01000074.1	CONTIG	7674	8164	8589	LR134394.1	1288174	1288663	GCA_900637745.1	Listeria ivanovii	87.6268	96	5.71661
-	AADQ01000075.1	CONTIG	1	8507	8507	AODC01000014.1	27954	36460	GCA_000525815.1	Listeria monocytogenes	97.7791	92.4	100
-	AADQ01000076.1	CONTIG	10	7173	7173	AODC01000010.1	73349	80473	GCA_000525815.1	Listeria monocytogenes	95.8734	92.4	99.8745
-	AADQ01000077.1	CONTIG	1	6391	6391	KN050647.1	1375401	1381790	GCA_000743465.1	Listeria monocytogenes	99.6714	92.4	100
-	AADQ01000078.1	CONTIG	1	5716	5717	AODC01000001.1	283250	288968	GCA_000525815.1	Listeria monocytogenes	98.8638	92.4	99.9825
-	AADQ01000079.1	CONTIG	26	5671	5671	AODC01000007.1	279285	284933	GCA_000525815.1	Listeria monocytogenes	98.3891	92.4	99.5592
-	AADQ01000080.1	CONTIG	1	5578	5578	AODC01000017.1	129285	134863	GCA_000525815.1	Listeria monocytogenes	99.7312	92.4	100
-	AADQ01000081.1	CONTIG	1	5508	5508	LT906436.1	1823551	1828992	GCA_900187225.1	Listeria monocytogenes	95.1692	92.4	100
-	AADQ01000082.1	CONTIG	488	699	5390	JPTX01000015.1	3511	3722	GCA_001466295.1	Listeria monocytogenes	98.1132	92.4	3.93321
S	AADQ01000082.1	CONTIG	707	1327	5390	JAASUV010000006.1	162096	162715	GCA_014225985.1	Listeria cossartiae	93.3977	96	11.5213
-	AADQ01000082.1	CONTIG	1328	1537	5390	JPTX01000064.1	1	210	GCA_001466295.1	Listeria monocytogenes	99.5238	92.4	3.8961
S	AADQ01000082.1	CONTIG	1538	1945	5390	JAASUV010000006.1	162926	163333	GCA_014225985.1	Listeria cossartiae	93.6275	96	7.56957
S	AADQ01000082.1	CONTIG	2803	3323	5390	JAASUV010000006.1	163425	163945	GCA_014225985.1	Listeria cossartiae	92.3225	96	9.66605
S	AADQ01000082.1	CONTIG	4579	4689	5390	JAASUV010000005.1	227242	227352	GCA_014225985.1	Listeria cossartiae	92.7928	96	2.05937
-	AADQ01000082.1	CONTIG	4690	5390	5390	KN050647.1	761473	762172	GCA_000743465.1	Listeria monocytogenes	99.5726	92.4	13.0056
-	AADQ01000083.1	CONTIG	1	5163	5163	AODC01000016.1	16550	21715	GCA_000525815.1	Listeria monocytogenes	99.729	92.4	100
-	AADQ01000084.1	CONTIG	1	5086	5086	AODC01000013.1	62164	67250	GCA_000525815.1	Listeria monocytogenes	99.7641	92.4	100
-	AADQ01000085.1	CONTIG	1	4903	4903	AODC01000001.1	36972	41873	GCA_000525815.1	Listeria monocytogenes	99.8572	92.4	100
-	AADQ01000086.1	CONTIG	1	4860	4860	AODC01000001.1	289159	294024	GCA_000525815.1	Listeria monocytogenes	96.6297	92.4	100
-	AADQ01000087.1	CONTIG	1	4845	4845	AODC01000007.1	232705	237548	GCA_000525815.1	Listeria monocytogenes	99.7523	92.4	100
-	AADQ01000088.1	CONTIG	1	4733	4750	AODC01000014.1	59864	64597	GCA_000525815.1	Listeria monocytogenes	99.6409	92.4	99.6421
-	AADQ01000089.1	CONTIG	1	4725	4725	AODC01000018.1	3126	7849	GCA_000525815.1	Listeria monocytogenes	99.4286	92.4	100
-	AADQ01000090.1	CONTIG	1	4581	4581	AODC01000002.1	75540	80114	GCA_000525815.1	Listeria monocytogenes	99.1488	92.4	100
-	AADQ01000091.1	CONTIG	1	4362	4362	AODC01000005.1	57374	61733	GCA_000525815.1	Listeria monocytogenes	97.1121	92.4	100
-	AADQ01000092.1	CONTIG	1035	4312	4313	JPTX01000011.1	102552	105850	GCA_001466295.1	Listeria monocytogenes	95.822	92.4	76.0028
-	AADQ01000093.1	CONTIG	1	4035	4035	AODC01000008.1	50905	54939	GCA_000525815.1	Listeria monocytogenes	99.1326	92.4	100
-	AADQ01000094.1	CONTIG	5	3988	3988	AODC01000002.1	85039	89025	GCA_000525815.1	Listeria monocytogenes	99.8244	92.4	99.8997
-	AADQ01000095.1	CONTIG	1	3978	3978	AODC01000009.1	27093	31070	GCA_000525815.1	Listeria monocytogenes	99.5476	92.4	100
-	AADQ01000096.1	CONTIG	2	3748	3748	AODC01000021.1	10832	14581	GCA_000525815.1	Listeria monocytogenes	96.32	92.4	99.9733
-	AADQ01000097.1	CONTIG	1	3617	3617	AODC01000001.1	143547	147164	GCA_000525815.1	Listeria monocytogenes	99.0608	92.4	100
-	AADQ01000098.1	CONTIG	1	3587	3587	AODC01000001.1	165499	169086	GCA_000525815.1	Listeria monocytogenes	99.1081	92.4	100
-	AADQ01000099.1	CONTIG	1	3529	3529	AODC01000002.1	81332	84864	GCA_000525815.1	Listeria monocytogenes	99.0093	92.4	100
-	AADQ01000100.1	CONTIG	1	3436	3436	AODC01000016.1	12662	16100	GCA_000525815.1	Listeria monocytogenes	99.8546	92.4	100
-	AADQ01000101.1	CONTIG	1	3374	3374	AODC01000006.1	218780	222152	GCA_000525815.1	Listeria monocytogenes	97.0065	92.4	100
-	AADQ01000102.1	CONTIG	1	3261	3261	AODC01000007.1	9518	12780	GCA_000525815.1	Listeria monocytogenes	92.6164	92.4	100
-	AADQ01000103.1	CONTIG	1	3117	3117	AODC01000014.1	74144	77261	GCA_000525815.1	Listeria monocytogenes	99.7114	92.4	100
-	AADQ01000104.1	CONTIG	1	2919	2919	AODC01000001.1	132114	135032	GCA_000525815.1	Listeria monocytogenes	95.3082	92.4	100
S	AADQ01000105.1	CONTIG	169	819	2790	CM001047.1	29450	30100	GCA_000183865.1	Listeria marthii	98.1567	96	23.3333
-	AADQ01000105.1	CONTIG	820	2788	2790	JABXNK010000011.1	261127	263095	GCA_013625895.1	Listeria monocytogenes	97.5622	92.4	70.5735
-	AADQ01000106.1	CONTIG	1	2738	2738	AODC01000008.1	47947	50684	GCA_000525815.1	Listeria monocytogenes	99.8539	92.4	100
-	AADQ01000107.1	CONTIG	1	2713	2713	AODC01000007.1	276403	279116	GCA_000525815.1	Listeria monocytogenes	99.7421	92.4	100
-	AADQ01000108.1	CONTIG	1	2513	2513	AODC01000013.1	30852	33364	GCA_000525815.1	Listeria monocytogenes	99.9204	92.4	100
-	AADQ01000109.1	CONTIG	1	1842	1842	AODC01000007.1	12799	14641	GCA_000525815.1	Listeria monocytogenes	99.6202	92.4	100
-	AADQ01000110.1	CONTIG	1	1837	1837	AODC01000001.1	97645	99482	GCA_000525815.1	Listeria monocytogenes	99.0207	92.4	100
-	AADQ01000111.1	CONTIG	1	1804	1804	AODC01000001.1	147287	149090	GCA_000525815.1	Listeria monocytogenes	99.6674	92.4	100
-	AADQ01000112.1	CONTIG	1	1800	1800	LT906436.1	235636	237434	GCA_900187225.1	Listeria monocytogenes	99.7778	92.4	100
-	AADQ01000113.1	CONTIG	1	1698	1698	AODC01000009.1	25298	26996	GCA_000525815.1	Listeria monocytogenes	99.4706	92.4	100
-	AADQ01000114.1	CONTIG	1	1586	1586	AODC01000001.1	60888	62473	GCA_000525815.1	Listeria monocytogenes	98.8651	92.4	100
-	AADQ01000115.1	CONTIG	1	1580	1580	AODC01000001.1	35100	36679	GCA_000525815.1	Listeria monocytogenes	98.481	92.4	100
-	AADQ01000116.1	CONTIG	1	1519	1519	AODC01000007.1	5846	7364	GCA_000525815.1	Listeria monocytogenes	99.2768	92.4	100
-	AADQ01000117.1	CONTIG	1	1436	1436	AODC01000010.1	70234	71668	GCA_000525815.1	Listeria monocytogenes	98.1907	92.4	100
-	AADQ01000118.1	CONTIG	1	690	1342	AODC01000001.1	135060	135750	GCA_000525815.1	Listeria monocytogenes	94.8052	92.4	51.4158
-	AADQ01000119.1	CONTIG	15	1338	1338	AODC01000008.1	46595	47920	GCA_000525815.1	Listeria monocytogenes	99.7738	92.4	98.9537
-	AADQ01000120.1	CONTIG	1	1336	1336	AODC01000001.1	62499	63835	GCA_000525815.1	Listeria monocytogenes	98.6537	92.4	100
-	AADQ01000121.1	CONTIG	1	1297	1297	AODC01000014.1	77653	78949	GCA_000525815.1	Listeria monocytogenes	99.8458	92.4	100
-	AADQ01000122.1	CONTIG	1	1230	1230	AODC01000017.1	58801	60030	GCA_000525815.1	Listeria monocytogenes	99.187	92.4	100
-	AADQ01000123.1	CONTIG	13	1142	1142	AODC01000005.1	61734	62864	GCA_000525815.1	Listeria monocytogenes	99.8232	92.4	98.9492
-	AADQ01000124.1	CONTIG	17	1101	1101	AODC01000014.1	79242	80327	GCA_000525815.1	Listeria monocytogenes	99.8158	92.4	98.5468
-	AADQ01000125.1	CONTIG	1	1087	1089	AODC01000002.1	80115	81201	GCA_000525815.1	Listeria monocytogenes	99.264	92.4	99.8163
-	AADQ01000126.1	CONTIG	1	1056	1056	AODC01000018.1	8261	9319	GCA_000525815.1	Listeria monocytogenes	98.5836	92.4	100
-	AADQ01000127.1	CONTIG	1	1054	1054	AODC01000014.1	99832	100883	GCA_000525815.1	Listeria monocytogenes	94.1232	92.4	100
-	AADQ01000128.1	CONTIG	1	948	948	AODC01000014.1	101147	102096	GCA_000525815.1	Listeria monocytogenes	99.2639	92.4	100
-	AADQ01000129.1	CONTIG	1	916	916	AODC01000015.1	17816	18733	GCA_000525815.1	Listeria monocytogenes	99.1285	92.4	100
-	AADQ01000130.1	CONTIG	3	904	904	AODC01000007.1	8248	9149	GCA_000525815.1	Listeria monocytogenes	99.7783	92.4	99.7788
-	AADQ01000131.1	CONTIG	1	840	840	AODC01000018.1	9836	10675	GCA_000525815.1	Listeria monocytogenes	99.4048	92.4	100
-	AADQ01000132.1	CONTIG	1	820	820	AODC01000010.1	72438	73257	GCA_000525815.1	Listeria monocytogenes	99.7561	92.4	100
-	AADQ01000133.1	CONTIG	1	605	605	AODC01000021.1	10181	10786	GCA_000525815.1	Listeria monocytogenes	99.67	92.4	100
