# ANI ranges report for assembly: GCA_003019855.1
# Submitted organism: Plesiomonas shigelloides (taxid = 703, rank = species, lineage = Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Plesiomonas)
# Submitted Organism Has Type Assembly: Yes
# Best match: Plesiomonas shigelloides (taxid = 703, rank = species, lineage = Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Plesiomonas)
# Status: CONFIRMED
# Confidence: HIGH
# Recommended actions legend:
#     - (dash) - No action, query nucleotide is not contaminated
#     S        - query nucleotide range is contaminated from within the same genus and could be considered for trimming, but it is still a valid component of assembly after trimming
#     T        - query nucleotide range is contaminated and needs to be trimmed, but it is still a valid component of assembly after trimming
#recommended_action	input_sequence_identifier	input_sequence_type	sequence_start	sequence_stop	sequence_length	typestrain_sequence	typestrain_sequence_start	typestrain_sequence_stop	typestrain_assembly_accession	typestrain_organism	ANI_this_region	ANI_threshold	%_query_coverage
-	CP027853.1	CIRCULAR|PLASMID	207407	213724	395858	LT575468.1	1989717	1996033	GCA_900087055.1	Plesiomonas shigelloides	94.6551	96	1.59603
-	CP027853.1	CIRCULAR|PLASMID	214968	215777	395858	LT575468.1	1986741	1987550	GCA_900087055.1	Plesiomonas shigelloides	96.0494	96	0.204619
-	CP027853.1	CIRCULAR|PLASMID	220085	220581	395858	LT575468.1	1983702	1984198	GCA_900087055.1	Plesiomonas shigelloides	94.7686	96	0.12555
-	CP027853.1	CIRCULAR|PLASMID	220637	228268	395858	LT575468.1	1975508	1983129	GCA_900087055.1	Plesiomonas shigelloides	97.3798	96	1.92796
-	CP027853.1	CIRCULAR|PLASMID	228534	232837	395858	LT575468.1	1970942	1975245	GCA_900087055.1	Plesiomonas shigelloides	96.6086	96	1.08726
T	CP027853.1	CIRCULAR|PLASMID	232838	234166	395858	UFWJ01000004.1	2631409	2632737	GCA_900461075.1	Citrobacter koseri	100	96	0.335726
-	CP027853.1	CIRCULAR|PLASMID	235564	242950	395858	LT575468.1	1961891	1969278	GCA_900087055.1	Plesiomonas shigelloides	96.5219	96	1.86607
T	CP027853.1	CIRCULAR|PLASMID	276195	277334	395858	JAGQDC010000015.1	1	1138	GCA_023282985.1	Serratia silvae	96.1471	96	0.287982
T	CP027853.1	CIRCULAR|PLASMID	277335	277793	395858	UFWJ01000004.1	3610411	3610865	GCA_900461075.1	Citrobacter koseri	92.3747	96	0.115951
T	CP027853.1	CIRCULAR|PLASMID	277924	280851	395858	UFWJ01000004.1	1148361	1151292	GCA_900461075.1	Citrobacter koseri	91.2054	96	0.739659
T	CP027853.1	CIRCULAR|PLASMID	280971	281104	395858	UFWJ01000004.1	1151372	1151505	GCA_900461075.1	Citrobacter koseri	97.7612	96	0.0338505
T	CP027853.1	CIRCULAR|PLASMID	316448	320368	395858	UFWJ01000004.1	4388510	4392434	GCA_900461075.1	Citrobacter koseri	78.9247	96	0.990507
T	CP027853.1	CIRCULAR|PLASMID	389784	391113	395858	UFWJ01000003.1	57455	58784	GCA_900461075.1	Citrobacter koseri	100	96	0.335979
T	CP027855.1	CIRCULAR|PLASMID	1	536	18970	CP024140.1	60316	60850	GCA_002853715.1	Escherichia coli	99.4403	96	2.82551
T	CP027855.1	CIRCULAR|PLASMID	10059	18970	18970	CP024140.1	51404	60315	GCA_002853715.1	Escherichia coli	99.9888	96	46.9794
