# Assembly name:  freshwater MAG --- I-3_bin-033
# Organism name:  uncultured Verrucomicrobium sp. (verrucomicrobia)
# Isolate:  I-3_bin-033
# Taxid:          114704
# BioSample:      SAMEA6945196
# BioProject:     PRJEB38681
# Submitter:      BILS
# Date:           2020-07-17
# Assembly type:  na
# Release type:   major
# Assembly level: Contig
# Genome representation: full
# WGS project:    CAIZXV01
# Assembly method: megahit
# Genome coverage: 1x
# Sequencing technology: Illumina NovaSeq 6000
# Excluded from RefSeq: derived from metagenome; fragmented assembly
# GenBank assembly accession: GCA_903937045.1
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_903937044.1		Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
contig270	unplaced-scaffold	na	na	CAIZXV010000270.1	<>	na	Primary Assembly	3164	na
contig271	unplaced-scaffold	na	na	CAIZXV010000271.1	<>	na	Primary Assembly	2695	na
contig272	unplaced-scaffold	na	na	CAIZXV010000272.1	<>	na	Primary Assembly	4046	na
contig273	unplaced-scaffold	na	na	CAIZXV010000273.1	<>	na	Primary Assembly	3556	na
contig274	unplaced-scaffold	na	na	CAIZXV010000274.1	<>	na	Primary Assembly	1732	na
contig275	unplaced-scaffold	na	na	CAIZXV010000275.1	<>	na	Primary Assembly	3331	na
contig276	unplaced-scaffold	na	na	CAIZXV010000276.1	<>	na	Primary Assembly	2130	na
contig277	unplaced-scaffold	na	na	CAIZXV010000277.1	<>	na	Primary Assembly	1570	na
contig278	unplaced-scaffold	na	na	CAIZXV010000278.1	<>	na	Primary Assembly	2653	na
contig279	unplaced-scaffold	na	na	CAIZXV010000279.1	<>	na	Primary Assembly	2150	na
contig280	unplaced-scaffold	na	na	CAIZXV010000280.1	<>	na	Primary Assembly	2144	na
contig281	unplaced-scaffold	na	na	CAIZXV010000281.1	<>	na	Primary Assembly	2367	na
contig282	unplaced-scaffold	na	na	CAIZXV010000282.1	<>	na	Primary Assembly	1679	na
contig283	unplaced-scaffold	na	na	CAIZXV010000283.1	<>	na	Primary Assembly	3365	na
contig284	unplaced-scaffold	na	na	CAIZXV010000284.1	<>	na	Primary Assembly	1629	na
contig285	unplaced-scaffold	na	na	CAIZXV010000285.1	<>	na	Primary Assembly	3186	na
contig286	unplaced-scaffold	na	na	CAIZXV010000286.1	<>	na	Primary Assembly	2481	na
contig287	unplaced-scaffold	na	na	CAIZXV010000287.1	<>	na	Primary Assembly	1576	na
contig288	unplaced-scaffold	na	na	CAIZXV010000288.1	<>	na	Primary Assembly	3696	na
contig289	unplaced-scaffold	na	na	CAIZXV010000289.1	<>	na	Primary Assembly	2141	na
contig290	unplaced-scaffold	na	na	CAIZXV010000290.1	<>	na	Primary Assembly	2887	na
contig291	unplaced-scaffold	na	na	CAIZXV010000291.1	<>	na	Primary Assembly	3068	na
contig292	unplaced-scaffold	na	na	CAIZXV010000292.1	<>	na	Primary Assembly	1657	na
contig293	unplaced-scaffold	na	na	CAIZXV010000293.1	<>	na	Primary Assembly	1535	na
contig294	unplaced-scaffold	na	na	CAIZXV010000294.1	<>	na	Primary Assembly	2558	na
contig295	unplaced-scaffold	na	na	CAIZXV010000295.1	<>	na	Primary Assembly	3697	na
contig296	unplaced-scaffold	na	na	CAIZXV010000296.1	<>	na	Primary Assembly	2819	na
contig297	unplaced-scaffold	na	na	CAIZXV010000297.1	<>	na	Primary Assembly	1894	na
contig298	unplaced-scaffold	na	na	CAIZXV010000298.1	<>	na	Primary Assembly	2062	na
contig299	unplaced-scaffold	na	na	CAIZXV010000299.1	<>	na	Primary Assembly	1725	na
contig300	unplaced-scaffold	na	na	CAIZXV010000300.1	<>	na	Primary Assembly	3878	na
contig301	unplaced-scaffold	na	na	CAIZXV010000301.1	<>	na	Primary Assembly	6071	na
contig302	unplaced-scaffold	na	na	CAIZXV010000302.1	<>	na	Primary Assembly	1666	na
contig303	unplaced-scaffold	na	na	CAIZXV010000303.1	<>	na	Primary Assembly	2726	na
contig304	unplaced-scaffold	na	na	CAIZXV010000304.1	<>	na	Primary Assembly	1659	na
contig305	unplaced-scaffold	na	na	CAIZXV010000305.1	<>	na	Primary Assembly	2449	na
contig306	unplaced-scaffold	na	na	CAIZXV010000306.1	<>	na	Primary Assembly	2499	na
contig307	unplaced-scaffold	na	na	CAIZXV010000307.1	<>	na	Primary Assembly	3593	na
contig308	unplaced-scaffold	na	na	CAIZXV010000308.1	<>	na	Primary Assembly	3822	na
contig309	unplaced-scaffold	na	na	CAIZXV010000309.1	<>	na	Primary Assembly	4862	na
contig310	unplaced-scaffold	na	na	CAIZXV010000310.1	<>	na	Primary Assembly	6287	na
contig311	unplaced-scaffold	na	na	CAIZXV010000311.1	<>	na	Primary Assembly	3207	na
contig312	unplaced-scaffold	na	na	CAIZXV010000312.1	<>	na	Primary Assembly	1656	na
contig313	unplaced-scaffold	na	na	CAIZXV010000313.1	<>	na	Primary Assembly	5309	na
contig314	unplaced-scaffold	na	na	CAIZXV010000314.1	<>	na	Primary Assembly	1777	na
contig315	unplaced-scaffold	na	na	CAIZXV010000315.1	<>	na	Primary Assembly	2328	na
contig316	unplaced-scaffold	na	na	CAIZXV010000316.1	<>	na	Primary Assembly	2767	na
contig317	unplaced-scaffold	na	na	CAIZXV010000317.1	<>	na	Primary Assembly	4799	na
contig318	unplaced-scaffold	na	na	CAIZXV010000318.1	<>	na	Primary Assembly	1678	na
contig319	unplaced-scaffold	na	na	CAIZXV010000319.1	<>	na	Primary Assembly	3082	na
contig320	unplaced-scaffold	na	na	CAIZXV010000320.1	<>	na	Primary Assembly	1769	na
contig321	unplaced-scaffold	na	na	CAIZXV010000321.1	<>	na	Primary Assembly	3050	na
contig322	unplaced-scaffold	na	na	CAIZXV010000322.1	<>	na	Primary Assembly	3714	na
contig323	unplaced-scaffold	na	na	CAIZXV010000323.1	<>	na	Primary Assembly	2818	na
contig324	unplaced-scaffold	na	na	CAIZXV010000324.1	<>	na	Primary Assembly	2935	na
contig325	unplaced-scaffold	na	na	CAIZXV010000325.1	<>	na	Primary Assembly	1785	na
contig326	unplaced-scaffold	na	na	CAIZXV010000326.1	<>	na	Primary Assembly	2094	na
contig327	unplaced-scaffold	na	na	CAIZXV010000327.1	<>	na	Primary Assembly	2924	na
contig328	unplaced-scaffold	na	na	CAIZXV010000328.1	<>	na	Primary Assembly	3343	na
contig329	unplaced-scaffold	na	na	CAIZXV010000329.1	<>	na	Primary Assembly	2439	na
contig330	unplaced-scaffold	na	na	CAIZXV010000330.1	<>	na	Primary Assembly	1630	na
contig331	unplaced-scaffold	na	na	CAIZXV010000331.1	<>	na	Primary Assembly	2443	na
contig332	unplaced-scaffold	na	na	CAIZXV010000332.1	<>	na	Primary Assembly	3006	na
contig333	unplaced-scaffold	na	na	CAIZXV010000333.1	<>	na	Primary Assembly	4732	na
contig334	unplaced-scaffold	na	na	CAIZXV010000334.1	<>	na	Primary Assembly	2267	na
contig335	unplaced-scaffold	na	na	CAIZXV010000335.1	<>	na	Primary Assembly	1949	na
contig336	unplaced-scaffold	na	na	CAIZXV010000336.1	<>	na	Primary Assembly	1663	na
contig337	unplaced-scaffold	na	na	CAIZXV010000337.1	<>	na	Primary Assembly	1592	na
contig338	unplaced-scaffold	na	na	CAIZXV010000338.1	<>	na	Primary Assembly	2007	na
contig339	unplaced-scaffold	na	na	CAIZXV010000339.1	<>	na	Primary Assembly	1807	na
contig340	unplaced-scaffold	na	na	CAIZXV010000340.1	<>	na	Primary Assembly	2537	na
contig341	unplaced-scaffold	na	na	CAIZXV010000341.1	<>	na	Primary Assembly	2485	na
contig342	unplaced-scaffold	na	na	CAIZXV010000342.1	<>	na	Primary Assembly	1755	na
contig343	unplaced-scaffold	na	na	CAIZXV010000343.1	<>	na	Primary Assembly	2632	na
contig344	unplaced-scaffold	na	na	CAIZXV010000344.1	<>	na	Primary Assembly	2609	na
contig345	unplaced-scaffold	na	na	CAIZXV010000345.1	<>	na	Primary Assembly	2004	na
contig346	unplaced-scaffold	na	na	CAIZXV010000346.1	<>	na	Primary Assembly	2472	na
contig347	unplaced-scaffold	na	na	CAIZXV010000347.1	<>	na	Primary Assembly	3156	na
contig348	unplaced-scaffold	na	na	CAIZXV010000348.1	<>	na	Primary Assembly	2129	na
contig349	unplaced-scaffold	na	na	CAIZXV010000349.1	<>	na	Primary Assembly	1842	na
contig350	unplaced-scaffold	na	na	CAIZXV010000350.1	<>	na	Primary Assembly	4288	na
contig351	unplaced-scaffold	na	na	CAIZXV010000351.1	<>	na	Primary Assembly	2545	na
contig352	unplaced-scaffold	na	na	CAIZXV010000352.1	<>	na	Primary Assembly	1630	na
contig353	unplaced-scaffold	na	na	CAIZXV010000353.1	<>	na	Primary Assembly	4163	na
contig354	unplaced-scaffold	na	na	CAIZXV010000354.1	<>	na	Primary Assembly	2096	na
contig355	unplaced-scaffold	na	na	CAIZXV010000355.1	<>	na	Primary Assembly	2227	na
contig356	unplaced-scaffold	na	na	CAIZXV010000356.1	<>	na	Primary Assembly	2034	na
contig357	unplaced-scaffold	na	na	CAIZXV010000357.1	<>	na	Primary Assembly	1826	na
contig358	unplaced-scaffold	na	na	CAIZXV010000358.1	<>	na	Primary Assembly	2218	na
contig359	unplaced-scaffold	na	na	CAIZXV010000359.1	<>	na	Primary Assembly	2366	na
contig360	unplaced-scaffold	na	na	CAIZXV010000360.1	<>	na	Primary Assembly	1579	na
contig361	unplaced-scaffold	na	na	CAIZXV010000361.1	<>	na	Primary Assembly	4456	na
contig362	unplaced-scaffold	na	na	CAIZXV010000362.1	<>	na	Primary Assembly	1882	na
contig363	unplaced-scaffold	na	na	CAIZXV010000363.1	<>	na	Primary Assembly	3030	na
contig364	unplaced-scaffold	na	na	CAIZXV010000364.1	<>	na	Primary Assembly	3673	na
contig365	unplaced-scaffold	na	na	CAIZXV010000365.1	<>	na	Primary Assembly	1572	na
contig366	unplaced-scaffold	na	na	CAIZXV010000366.1	<>	na	Primary Assembly	2230	na
contig367	unplaced-scaffold	na	na	CAIZXV010000367.1	<>	na	Primary Assembly	1805	na
contig368	unplaced-scaffold	na	na	CAIZXV010000368.1	<>	na	Primary Assembly	1814	na
contig369	unplaced-scaffold	na	na	CAIZXV010000369.1	<>	na	Primary Assembly	2611	na
contig370	unplaced-scaffold	na	na	CAIZXV010000370.1	<>	na	Primary Assembly	2787	na
contig371	unplaced-scaffold	na	na	CAIZXV010000371.1	<>	na	Primary Assembly	1931	na
contig372	unplaced-scaffold	na	na	CAIZXV010000372.1	<>	na	Primary Assembly	2129	na
contig373	unplaced-scaffold	na	na	CAIZXV010000373.1	<>	na	Primary Assembly	2912	na
contig374	unplaced-scaffold	na	na	CAIZXV010000374.1	<>	na	Primary Assembly	1585	na
contig375	unplaced-scaffold	na	na	CAIZXV010000375.1	<>	na	Primary Assembly	1514	na
contig376	unplaced-scaffold	na	na	CAIZXV010000376.1	<>	na	Primary Assembly	4176	na
contig377	unplaced-scaffold	na	na	CAIZXV010000377.1	<>	na	Primary Assembly	2497	na
contig378	unplaced-scaffold	na	na	CAIZXV010000378.1	<>	na	Primary Assembly	3728	na
contig379	unplaced-scaffold	na	na	CAIZXV010000379.1	<>	na	Primary Assembly	5318	na
contig380	unplaced-scaffold	na	na	CAIZXV010000380.1	<>	na	Primary Assembly	3212	na
contig381	unplaced-scaffold	na	na	CAIZXV010000381.1	<>	na	Primary Assembly	2036	na
contig382	unplaced-scaffold	na	na	CAIZXV010000382.1	<>	na	Primary Assembly	4508	na
contig383	unplaced-scaffold	na	na	CAIZXV010000383.1	<>	na	Primary Assembly	6379	na
contig384	unplaced-scaffold	na	na	CAIZXV010000384.1	<>	na	Primary Assembly	1875	na
contig385	unplaced-scaffold	na	na	CAIZXV010000385.1	<>	na	Primary Assembly	3125	na
contig386	unplaced-scaffold	na	na	CAIZXV010000386.1	<>	na	Primary Assembly	5880	na
contig387	unplaced-scaffold	na	na	CAIZXV010000387.1	<>	na	Primary Assembly	1762	na
contig388	unplaced-scaffold	na	na	CAIZXV010000388.1	<>	na	Primary Assembly	1721	na
contig389	unplaced-scaffold	na	na	CAIZXV010000389.1	<>	na	Primary Assembly	2672	na
contig390	unplaced-scaffold	na	na	CAIZXV010000390.1	<>	na	Primary Assembly	2855	na
contig391	unplaced-scaffold	na	na	CAIZXV010000391.1	<>	na	Primary Assembly	2954	na
contig392	unplaced-scaffold	na	na	CAIZXV010000392.1	<>	na	Primary Assembly	1890	na
contig393	unplaced-scaffold	na	na	CAIZXV010000393.1	<>	na	Primary Assembly	1534	na
contig394	unplaced-scaffold	na	na	CAIZXV010000394.1	<>	na	Primary Assembly	1623	na
contig395	unplaced-scaffold	na	na	CAIZXV010000395.1	<>	na	Primary Assembly	2691	na
contig396	unplaced-scaffold	na	na	CAIZXV010000396.1	<>	na	Primary Assembly	1728	na
contig397	unplaced-scaffold	na	na	CAIZXV010000397.1	<>	na	Primary Assembly	1590	na
contig398	unplaced-scaffold	na	na	CAIZXV010000398.1	<>	na	Primary Assembly	1870	na
contig399	unplaced-scaffold	na	na	CAIZXV010000399.1	<>	na	Primary Assembly	2609	na
contig400	unplaced-scaffold	na	na	CAIZXV010000400.1	<>	na	Primary Assembly	3437	na
contig401	unplaced-scaffold	na	na	CAIZXV010000401.1	<>	na	Primary Assembly	1502	na
contig402	unplaced-scaffold	na	na	CAIZXV010000402.1	<>	na	Primary Assembly	1861	na
contig403	unplaced-scaffold	na	na	CAIZXV010000403.1	<>	na	Primary Assembly	3360	na
contig404	unplaced-scaffold	na	na	CAIZXV010000404.1	<>	na	Primary Assembly	3585	na
contig405	unplaced-scaffold	na	na	CAIZXV010000405.1	<>	na	Primary Assembly	4227	na
contig406	unplaced-scaffold	na	na	CAIZXV010000406.1	<>	na	Primary Assembly	1604	na
contig407	unplaced-scaffold	na	na	CAIZXV010000407.1	<>	na	Primary Assembly	1868	na
contig408	unplaced-scaffold	na	na	CAIZXV010000408.1	<>	na	Primary Assembly	1799	na
contig409	unplaced-scaffold	na	na	CAIZXV010000409.1	<>	na	Primary Assembly	2640	na
contig410	unplaced-scaffold	na	na	CAIZXV010000410.1	<>	na	Primary Assembly	1992	na
contig411	unplaced-scaffold	na	na	CAIZXV010000411.1	<>	na	Primary Assembly	1514	na
contig412	unplaced-scaffold	na	na	CAIZXV010000412.1	<>	na	Primary Assembly	2617	na
contig413	unplaced-scaffold	na	na	CAIZXV010000413.1	<>	na	Primary Assembly	2992	na
contig414	unplaced-scaffold	na	na	CAIZXV010000414.1	<>	na	Primary Assembly	4038	na
contig415	unplaced-scaffold	na	na	CAIZXV010000415.1	<>	na	Primary Assembly	4371	na
contig416	unplaced-scaffold	na	na	CAIZXV010000416.1	<>	na	Primary Assembly	2038	na
contig417	unplaced-scaffold	na	na	CAIZXV010000417.1	<>	na	Primary Assembly	2649	na
contig418	unplaced-scaffold	na	na	CAIZXV010000418.1	<>	na	Primary Assembly	3937	na
contig419	unplaced-scaffold	na	na	CAIZXV010000419.1	<>	na	Primary Assembly	2978	na
contig420	unplaced-scaffold	na	na	CAIZXV010000420.1	<>	na	Primary Assembly	1672	na
contig421	unplaced-scaffold	na	na	CAIZXV010000421.1	<>	na	Primary Assembly	3773	na
contig422	unplaced-scaffold	na	na	CAIZXV010000422.1	<>	na	Primary Assembly	1570	na
contig423	unplaced-scaffold	na	na	CAIZXV010000423.1	<>	na	Primary Assembly	1935	na
contig424	unplaced-scaffold	na	na	CAIZXV010000424.1	<>	na	Primary Assembly	3954	na
contig425	unplaced-scaffold	na	na	CAIZXV010000425.1	<>	na	Primary Assembly	2466	na
contig426	unplaced-scaffold	na	na	CAIZXV010000426.1	<>	na	Primary Assembly	4355	na
contig427	unplaced-scaffold	na	na	CAIZXV010000427.1	<>	na	Primary Assembly	2459	na
contig428	unplaced-scaffold	na	na	CAIZXV010000428.1	<>	na	Primary Assembly	1941	na
contig429	unplaced-scaffold	na	na	CAIZXV010000429.1	<>	na	Primary Assembly	3223	na
contig430	unplaced-scaffold	na	na	CAIZXV010000430.1	<>	na	Primary Assembly	2032	na
contig431	unplaced-scaffold	na	na	CAIZXV010000431.1	<>	na	Primary Assembly	2225	na
contig432	unplaced-scaffold	na	na	CAIZXV010000432.1	<>	na	Primary Assembly	2464	na
contig433	unplaced-scaffold	na	na	CAIZXV010000433.1	<>	na	Primary Assembly	1543	na
contig434	unplaced-scaffold	na	na	CAIZXV010000434.1	<>	na	Primary Assembly	2072	na
contig435	unplaced-scaffold	na	na	CAIZXV010000435.1	<>	na	Primary Assembly	2402	na
contig436	unplaced-scaffold	na	na	CAIZXV010000436.1	<>	na	Primary Assembly	2643	na
contig437	unplaced-scaffold	na	na	CAIZXV010000437.1	<>	na	Primary Assembly	3168	na
contig438	unplaced-scaffold	na	na	CAIZXV010000438.1	<>	na	Primary Assembly	2296	na
contig439	unplaced-scaffold	na	na	CAIZXV010000439.1	<>	na	Primary Assembly	6150	na
contig440	unplaced-scaffold	na	na	CAIZXV010000440.1	<>	na	Primary Assembly	1571	na
contig441	unplaced-scaffold	na	na	CAIZXV010000441.1	<>	na	Primary Assembly	2969	na
contig442	unplaced-scaffold	na	na	CAIZXV010000442.1	<>	na	Primary Assembly	2142	na
contig443	unplaced-scaffold	na	na	CAIZXV010000443.1	<>	na	Primary Assembly	1981	na
contig444	unplaced-scaffold	na	na	CAIZXV010000444.1	<>	na	Primary Assembly	2143	na
contig445	unplaced-scaffold	na	na	CAIZXV010000445.1	<>	na	Primary Assembly	2319	na
contig446	unplaced-scaffold	na	na	CAIZXV010000446.1	<>	na	Primary Assembly	3050	na
contig447	unplaced-scaffold	na	na	CAIZXV010000447.1	<>	na	Primary Assembly	2561	na
contig448	unplaced-scaffold	na	na	CAIZXV010000448.1	<>	na	Primary Assembly	1994	na
contig449	unplaced-scaffold	na	na	CAIZXV010000449.1	<>	na	Primary Assembly	3674	na
contig450	unplaced-scaffold	na	na	CAIZXV010000450.1	<>	na	Primary Assembly	1607	na
contig451	unplaced-scaffold	na	na	CAIZXV010000451.1	<>	na	Primary Assembly	1521	na
contig452	unplaced-scaffold	na	na	CAIZXV010000452.1	<>	na	Primary Assembly	2101	na
contig453	unplaced-scaffold	na	na	CAIZXV010000453.1	<>	na	Primary Assembly	3341	na
contig454	unplaced-scaffold	na	na	CAIZXV010000454.1	<>	na	Primary Assembly	3766	na
contig455	unplaced-scaffold	na	na	CAIZXV010000455.1	<>	na	Primary Assembly	1707	na
contig456	unplaced-scaffold	na	na	CAIZXV010000456.1	<>	na	Primary Assembly	4195	na
contig457	unplaced-scaffold	na	na	CAIZXV010000457.1	<>	na	Primary Assembly	2584	na
contig458	unplaced-scaffold	na	na	CAIZXV010000458.1	<>	na	Primary Assembly	1706	na
contig459	unplaced-scaffold	na	na	CAIZXV010000459.1	<>	na	Primary Assembly	3810	na
contig460	unplaced-scaffold	na	na	CAIZXV010000460.1	<>	na	Primary Assembly	1795	na
contig461	unplaced-scaffold	na	na	CAIZXV010000461.1	<>	na	Primary Assembly	5733	na
contig462	unplaced-scaffold	na	na	CAIZXV010000462.1	<>	na	Primary Assembly	2011	na
contig463	unplaced-scaffold	na	na	CAIZXV010000463.1	<>	na	Primary Assembly	1512	na
contig464	unplaced-scaffold	na	na	CAIZXV010000464.1	<>	na	Primary Assembly	2905	na
contig465	unplaced-scaffold	na	na	CAIZXV010000465.1	<>	na	Primary Assembly	2656	na
contig466	unplaced-scaffold	na	na	CAIZXV010000466.1	<>	na	Primary Assembly	2713	na
contig467	unplaced-scaffold	na	na	CAIZXV010000467.1	<>	na	Primary Assembly	9974	na
contig468	unplaced-scaffold	na	na	CAIZXV010000468.1	<>	na	Primary Assembly	3185	na
contig469	unplaced-scaffold	na	na	CAIZXV010000469.1	<>	na	Primary Assembly	3609	na
contig470	unplaced-scaffold	na	na	CAIZXV010000470.1	<>	na	Primary Assembly	1637	na
contig471	unplaced-scaffold	na	na	CAIZXV010000471.1	<>	na	Primary Assembly	2355	na
contig472	unplaced-scaffold	na	na	CAIZXV010000472.1	<>	na	Primary Assembly	1852	na
contig473	unplaced-scaffold	na	na	CAIZXV010000473.1	<>	na	Primary Assembly	2866	na
contig474	unplaced-scaffold	na	na	CAIZXV010000474.1	<>	na	Primary Assembly	3386	na
contig475	unplaced-scaffold	na	na	CAIZXV010000475.1	<>	na	Primary Assembly	5180	na
contig476	unplaced-scaffold	na	na	CAIZXV010000476.1	<>	na	Primary Assembly	3965	na
contig477	unplaced-scaffold	na	na	CAIZXV010000477.1	<>	na	Primary Assembly	1603	na
contig478	unplaced-scaffold	na	na	CAIZXV010000478.1	<>	na	Primary Assembly	3868	na
contig479	unplaced-scaffold	na	na	CAIZXV010000479.1	<>	na	Primary Assembly	2479	na
contig480	unplaced-scaffold	na	na	CAIZXV010000480.1	<>	na	Primary Assembly	1550	na
contig481	unplaced-scaffold	na	na	CAIZXV010000481.1	<>	na	Primary Assembly	2593	na
contig482	unplaced-scaffold	na	na	CAIZXV010000482.1	<>	na	Primary Assembly	3071	na
contig483	unplaced-scaffold	na	na	CAIZXV010000483.1	<>	na	Primary Assembly	2175	na
contig484	unplaced-scaffold	na	na	CAIZXV010000484.1	<>	na	Primary Assembly	3206	na
contig485	unplaced-scaffold	na	na	CAIZXV010000485.1	<>	na	Primary Assembly	2913	na
contig486	unplaced-scaffold	na	na	CAIZXV010000486.1	<>	na	Primary Assembly	3827	na
contig487	unplaced-scaffold	na	na	CAIZXV010000487.1	<>	na	Primary Assembly	2074	na
contig488	unplaced-scaffold	na	na	CAIZXV010000488.1	<>	na	Primary Assembly	1622	na
contig489	unplaced-scaffold	na	na	CAIZXV010000489.1	<>	na	Primary Assembly	2143	na
contig490	unplaced-scaffold	na	na	CAIZXV010000490.1	<>	na	Primary Assembly	1573	na
contig491	unplaced-scaffold	na	na	CAIZXV010000491.1	<>	na	Primary Assembly	2474	na
contig492	unplaced-scaffold	na	na	CAIZXV010000492.1	<>	na	Primary Assembly	1930	na
contig493	unplaced-scaffold	na	na	CAIZXV010000493.1	<>	na	Primary Assembly	4944	na
contig494	unplaced-scaffold	na	na	CAIZXV010000494.1	<>	na	Primary Assembly	1606	na
contig495	unplaced-scaffold	na	na	CAIZXV010000495.1	<>	na	Primary Assembly	4769	na
contig496	unplaced-scaffold	na	na	CAIZXV010000496.1	<>	na	Primary Assembly	1736	na
contig497	unplaced-scaffold	na	na	CAIZXV010000497.1	<>	na	Primary Assembly	1745	na
contig498	unplaced-scaffold	na	na	CAIZXV010000498.1	<>	na	Primary Assembly	1822	na
contig499	unplaced-scaffold	na	na	CAIZXV010000499.1	<>	na	Primary Assembly	2606	na
contig500	unplaced-scaffold	na	na	CAIZXV010000500.1	<>	na	Primary Assembly	1755	na
contig501	unplaced-scaffold	na	na	CAIZXV010000501.1	<>	na	Primary Assembly	3141	na
contig502	unplaced-scaffold	na	na	CAIZXV010000502.1	<>	na	Primary Assembly	2030	na
contig503	unplaced-scaffold	na	na	CAIZXV010000503.1	<>	na	Primary Assembly	2180	na
contig504	unplaced-scaffold	na	na	CAIZXV010000504.1	<>	na	Primary Assembly	1566	na
contig505	unplaced-scaffold	na	na	CAIZXV010000505.1	<>	na	Primary Assembly	3864	na
contig506	unplaced-scaffold	na	na	CAIZXV010000506.1	<>	na	Primary Assembly	5345	na
contig507	unplaced-scaffold	na	na	CAIZXV010000507.1	<>	na	Primary Assembly	4116	na
contig508	unplaced-scaffold	na	na	CAIZXV010000508.1	<>	na	Primary Assembly	2221	na
contig509	unplaced-scaffold	na	na	CAIZXV010000509.1	<>	na	Primary Assembly	2274	na
contig510	unplaced-scaffold	na	na	CAIZXV010000510.1	<>	na	Primary Assembly	2324	na
contig511	unplaced-scaffold	na	na	CAIZXV010000511.1	<>	na	Primary Assembly	3174	na
contig512	unplaced-scaffold	na	na	CAIZXV010000512.1	<>	na	Primary Assembly	1974	na
contig513	unplaced-scaffold	na	na	CAIZXV010000513.1	<>	na	Primary Assembly	3658	na
contig514	unplaced-scaffold	na	na	CAIZXV010000514.1	<>	na	Primary Assembly	3038	na
contig515	unplaced-scaffold	na	na	CAIZXV010000515.1	<>	na	Primary Assembly	2127	na
contig516	unplaced-scaffold	na	na	CAIZXV010000516.1	<>	na	Primary Assembly	3747	na
contig517	unplaced-scaffold	na	na	CAIZXV010000517.1	<>	na	Primary Assembly	5858	na
contig518	unplaced-scaffold	na	na	CAIZXV010000518.1	<>	na	Primary Assembly	4384	na
contig519	unplaced-scaffold	na	na	CAIZXV010000519.1	<>	na	Primary Assembly	4654	na
contig520	unplaced-scaffold	na	na	CAIZXV010000520.1	<>	na	Primary Assembly	4412	na
contig521	unplaced-scaffold	na	na	CAIZXV010000521.1	<>	na	Primary Assembly	3206	na
contig522	unplaced-scaffold	na	na	CAIZXV010000522.1	<>	na	Primary Assembly	1573	na
contig523	unplaced-scaffold	na	na	CAIZXV010000523.1	<>	na	Primary Assembly	1547	na
contig524	unplaced-scaffold	na	na	CAIZXV010000524.1	<>	na	Primary Assembly	1823	na
contig525	unplaced-scaffold	na	na	CAIZXV010000525.1	<>	na	Primary Assembly	1820	na
contig526	unplaced-scaffold	na	na	CAIZXV010000526.1	<>	na	Primary Assembly	2533	na
contig527	unplaced-scaffold	na	na	CAIZXV010000527.1	<>	na	Primary Assembly	4678	na
contig528	unplaced-scaffold	na	na	CAIZXV010000528.1	<>	na	Primary Assembly	2098	na
contig529	unplaced-scaffold	na	na	CAIZXV010000529.1	<>	na	Primary Assembly	2132	na
contig530	unplaced-scaffold	na	na	CAIZXV010000530.1	<>	na	Primary Assembly	1659	na
contig531	unplaced-scaffold	na	na	CAIZXV010000531.1	<>	na	Primary Assembly	1924	na
contig532	unplaced-scaffold	na	na	CAIZXV010000532.1	<>	na	Primary Assembly	2211	na
contig533	unplaced-scaffold	na	na	CAIZXV010000533.1	<>	na	Primary Assembly	2404	na
contig534	unplaced-scaffold	na	na	CAIZXV010000534.1	<>	na	Primary Assembly	5760	na
contig535	unplaced-scaffold	na	na	CAIZXV010000535.1	<>	na	Primary Assembly	3053	na
contig536	unplaced-scaffold	na	na	CAIZXV010000536.1	<>	na	Primary Assembly	1576	na
contig537	unplaced-scaffold	na	na	CAIZXV010000537.1	<>	na	Primary Assembly	1691	na
contig538	unplaced-scaffold	na	na	CAIZXV010000538.1	<>	na	Primary Assembly	1553	na
contig539	unplaced-scaffold	na	na	CAIZXV010000539.1	<>	na	Primary Assembly	3908	na
contig540	unplaced-scaffold	na	na	CAIZXV010000540.1	<>	na	Primary Assembly	2911	na
contig541	unplaced-scaffold	na	na	CAIZXV010000541.1	<>	na	Primary Assembly	1587	na
contig542	unplaced-scaffold	na	na	CAIZXV010000542.1	<>	na	Primary Assembly	2244	na
contig543	unplaced-scaffold	na	na	CAIZXV010000543.1	<>	na	Primary Assembly	2855	na
contig544	unplaced-scaffold	na	na	CAIZXV010000544.1	<>	na	Primary Assembly	1971	na
contig545	unplaced-scaffold	na	na	CAIZXV010000545.1	<>	na	Primary Assembly	3247	na
contig546	unplaced-scaffold	na	na	CAIZXV010000546.1	<>	na	Primary Assembly	1722	na
contig547	unplaced-scaffold	na	na	CAIZXV010000547.1	<>	na	Primary Assembly	2276	na
contig548	unplaced-scaffold	na	na	CAIZXV010000548.1	<>	na	Primary Assembly	1698	na
contig549	unplaced-scaffold	na	na	CAIZXV010000549.1	<>	na	Primary Assembly	2148	na
